商品コード,タイトル,販売価格（税抜）,販売価格（税込）,販売価格変更日
2100202254800,（ＵＲ）オリジンディアルガＶＳＴＡＲ,1818,2000,20250428
2100196482173,（ＡＲ）厄災の星ティ・フォン,1818,2000,20250423
2100200111037,（ＭＲ）ミラー仕様）ゼニガメ（マスターボール柄）,2727,3000,20250326
2100202494176,（ＳＲ）シンオウの仲間たち,1091,1200,20250514
2100196737297,（ＳＲ）Ｕ・Ｓ・Ａ・ＣＡＰＴＥＥＥＮ,255,281,00000000
2100198756760,（ＳＲ）ヒナツ,1818,2000,20250723
2100196872981,（ＳＡＲ）ポピー,1091,1200,20250604
2100197011198,（ＳＲ）アンノーンＶ,2727,3000,20250614
2100202909441,（ＳＲ）ハーピィ・レディ１,182,200,20250312
2100197072946,（ＳＲ）ふりそで,2727,3000,20250723
2100198977189,（ＨＲ）倶利伽羅天童,727,800,20250705
2100203894074,（ＳＲ）パラソルおねえさん,1091,1200,20250604
2100203012195,（ＵＲ）ミュウＶＭＡＸ,5455,6000,20250726
2100203012201,（ＵＲ）ミュウｅｘ,3636,4000,20250806
2100197593717,（ＳＲ）ルリナ,2273,2500,20250604
2100201231918,（ＳＡＲ）ガブリアスｅｘ,3636,4000,20250604
2100201231949,（ＳＲ）ツツジ,1364,1500,20250604
2100197818490,（ＳＲ）「非道」の鬼　ゴウケン齋,182,200,00000000
2100197818834,（ＳＲ）「影斬」の鬼　ドクガン竜,528,581,00000000
2100199582238,（ＳＲ）ポケモンごっこ,2273,2500,20250604
2100201811202,（ＶＩＣ）邪幽　ジャガイスト,727,800,20250326
2100201811219,（ＶＩＣ）邪幽　ジャガイスト,727,800,20250326
2100203181556,（ＳＡＲ）フトゥー博士のシナリオ,1818,2000,20250531
2100201880048,（ＶＩＣ）邪幽　ジャガイスト,909,1000,20250326
2100216483883,（ＳＡＲ）タケルライコｅｘ,5455,6000,20250604
2100216483913,（ＳＲ）ゼイユ,1364,1500,20250524
2100214652304,（ＳＲ）ふりそで,2727,3000,20250723
2100215642205,（ＱＳＥ）ＣＮｏ．６２　超銀河眼の光子龍皇,1091,1200,00000000
2100216494759,（ＳＥ）移り気の女神,273,300,00000000
2100216577339,（ＳＲ）ハーピィ三姉妹［Ｒ］,182,200,20250312
2100216577346,（ＳＲ）ハーピィ三姉妹［Ｌ］,182,200,20250312
2100216577391,（ＳＥ）ハーピィズフルドレス,364,400,20250514
2100216577407,（ＳＥ）ハーピィズフルドレス,364,400,20250514
2100216577490,（ＳＲ）ハーピィ三姉妹［Ｒ］,182,200,20250312
2100216577506,（ＳＲ）ハーピィ三姉妹［Ｌ］,182,200,20250312
2100214885726,（Ｒ）歌舞音愛　ヒメカット／♪蛙の子　遭えるの何処？　好きと,364,400,20250604
2100215083954,（ＳＥ）ゴースト・サイクロン,727,800,20250510
2100215084456,（ＵＲ）七宝船,909,1000,20250326
2100217437564,（ＱＳＥ）篝火,1364,1500,00000000
2100210293952,（ＳＲ）アスナ,2727,3000,20250517
2100210340458,（ＳＲ）雷炎翔鎧バルピアレスク,136,150,20250806
2100210536806,（レア無）深淵の混美　マイゼン＝マインゼン,182,200,20250716
2100210640817,（ＳＡＲ）ツツジ,1364,1500,20250621
2100212877297,（ＳＥ）旋紫斬奏のプレクトクライブ,273,300,00000000
2100210754804,（Ｒ）フェアリー・シャワー（ＭＯＤＥ→ＣＨＡＮＧＥ）,255,281,00000000
2100212948744,（ＳＲ）いちげきウーラオスＶ,3636,4000,20250604
2100210941488,（ＳＲ）アカネ,13636,15000,20250604
2100210941747,（ＳＡＲ）ボタン,1818,2000,20250604
2100210941914,（ＳＲ）ボタン,1364,1500,20250604
2100210941976,（ＳＡＲ）ボタン,2273,2500,20250604
2100213233610,（ＱＳＥ）太古の白石,545,600,20250709
2100213233658,（ＱＳＥ）竜の霊廟,1364,1500,20250709
2100213233702,（ＱＳＥ）究極融合,1091,1200,20250618
2100213233764,（ＡＲ）オベリスクの巨神兵,1818,2000,20250326
2100211103472,（ＡＲ）賜炎の咎姫,545,600,20250423
2100214131649,（ＳＡＲ）スグリ,3636,4000,20250802
2100212457536,（ＡＲ）光の黄金櫃,909,1000,20250723
2100213434680,（ＱＳＥ）妖眼の相剣師,1364,1500,20250611
2100213440896,（ＳＲ）ゴルーグＶ,2727,3000,20250524
2100214355502,（ＬＥＧ）轟く侵略　レッドゾーン,182,200,20250416
2100214355519,（ＬＥＧ）蒼き団長　ドギラゴン剣,364,400,00000000
2100214355540,（ＳＲ）超聖竜シデン・ギャラクシー,182,200,00000000
2100212490687,（ＱＳＥ）蒼眼の銀龍,909,1000,20250326
2100213441619,（ＳＲ）ルリナ,2273,2500,20250604
2100213441664,（ＳＲ）スクールガール,1364,1500,20250604
2100213520543,（Ｒ）歌舞音愛　ヒメカット／♪蛙の子　遭えるの何処？　好きと,364,400,20250604
2100214252283,（ＳＡＲ）マツバの確信,3636,4000,20250604
2100212711249,（ＱＳＥ）サイバース・ディセーブルム,1818,2000,20250326
2100220006917,（ＭＲ）ミラー仕様）ヒトカゲ（マスターボール柄）,3636,4000,20250604
2100220539668,（ＳＲ）霊王の波動,2273,2500,20250806
2100220112199,（ＯＲＲ）ライトニング・ボルイーグル,273,300,20250716
2100221936060,（ＨＲ）ＣＮｏ．３９　希望皇ホープレイ,1364,1500,00000000
2100221683018,（ＯＲＲ）ダイスマイトガール・ラップス,909,1000,20250416
2100220248843,（ＬＥＧ）轟く侵略　レッドゾーン,182,200,20250416
2100220248911,（レア無）聖霊王アルファディオス　ＧＳ,273,300,20250625
2100220248980,（ＬＥＧ）燃える革命　ドギラゴン,182,200,20250430
2100220291665,（ＳＡＲ）オーガポンみどりのめんｅｘ,2727,3000,20250531
2100221849414,（ＳＲ）アカマツ,1364,1500,20250604
2100219433236,（ＳＲ）勝災電融王　ギュカウツ・マグル,545,600,20250326
2100219433328,（ＳＲ）頂上混成　ガリュディアス・モモミーズ’２２,727,800,20250716
2100218971272,（Ｕ）マナ・クライシス,182,200,00000000
2100219589599,（ＯＲＲ）ピースラヴ・アンヘル,364,400,20250524
2100219873681,（ＵＲ）七宝船,909,1000,20250326
2100219873780,（ＳＥ）移り気の女神,273,300,00000000
2100218006806,（ＳＲ）アンノーンＶ,2727,3000,20250614
2100218527226,（ＳＲ）カスミのおねがい,27273,30000,20250618
2100219152410,（ＳＲ）ロトムＶ,2727,3000,20250531
2100219152427,（ＳＲ）ロトムＶ,2727,3000,20250531
2100218082862,（ＳＲ）シンオウの仲間たち,1091,1200,20250514
2100218082916,（ＳＲ）ゼイユ,1364,1500,20250524
2100218666000,（ＯＲＲ）ライトニング・ボルイーグル,273,300,20250716
2100218666079,（ＯＲＲ）キューティーラヴ・アーネラ,455,500,20250326
2100218666178,（ＳＥ）ラヴ・ウルフ,273,300,20250524
2100218666185,（ＳＥ）ラヴ・ウルフ,273,300,20250524
2100218666215,（ＳＥ）ラヴ・アーネラ,364,400,00000000
2100218666222,（ＳＥ）ラヴ・アーネラ,364,400,00000000
2100218666239,（ＳＥ）ラヴ・アンヘル,273,300,00000000
2100218666253,（ＳＥ）ラヴ・アンヘル,273,300,00000000
2100218666291,（ＳＥ）ラヴ・メモリー,273,300,00000000
2100218666376,（ＳＥ）ラヴ・レター,273,300,00000000
2100218666383,（ＳＥ）ラヴ・セーフティ,182,200,20250614
2100219292567,（ＳＡＲ）デカヌチャンｅｘ,2727,3000,20250618
2100218274519,（ＳＲ）聖王の粉砕,1818,2000,20250806
2100218274526,（ＳＲ）聖王の粉砕,1818,2000,20250806
2100218838445,（ＭＲ）ミラー仕様）ヒトカゲ（マスターボール柄）,3636,4000,20250604
2100224877971,（ＳＡＲ）トドロクツキｅｘ,5455,6000,20250611
2100224175176,（ＳＲ）アビスカイト・ミラクルガールズ,364,400,20250621
2100224175183,（ＳＲ）アビスカイト・ミラクルガールズ,364,400,20250621
2100224622755,（Ｃ）勝利のプリンプリン,182,200,20250329
2100223579869,（ＱＳＥ）竜の霊廟,1364,1500,20250709
2100222141227,（ＳＡＲ）タケルライコｅｘ,5455,6000,20250604
2100223091095,（ＬＥＧ）蒼き団長　ドギラゴン剣,364,400,00000000
2100223091415,（レア無）邪眼教皇,273,300,20250412
2100223091491,（Ｒ）護天！銀河ＭＡＸ,545,600,20250614
2100223091712,（ＭＡＳ）♪君は煌銀河の正義を見たか？,255,281,00000000
2100223092030,（ＫＧＭ）ボルシャック・モモキングＮＥＸ,182,200,00000000
2100223092160,（ＬＥＧ）轟く侵略　レッドゾーン,182,200,20250416
2100223092177,（ＬＥＧ）轟く侵略　レッドゾーン,182,200,20250416
2100222268399,（ＳＲ）七宝船,727,800,20250312
2100222851225,（ＳＥ）アビスカイト・アルティメイル,182,200,20250322
2100227049849,（ＳＲ）エリカの招待,2727,3000,20250517
2100226365889,（ＱＳＥ）騎士皇アークシーラ,2727,3000,20250326
2100225572059,（ＱＳＥ）心変わり,2273,2500,00000000
2100226383333,（ＳＲ）雷炎翔鎧バルピアレスク,136,150,20250806
2100226387164,（ＵＲ）ルギアＶＳＴＡＲ,2727,3000,20250319
2100226388307,（ＳＡＲ）ビワ,1818,2000,20250604
2100226815629,（ＳＡＲ）ツツジ,1364,1500,20250621
2100229218922,（ＳＡＲ）タロ,1091,1200,20250514
2100229992280,（ＬＥＧ）轟く侵略　レッドゾーン,182,200,20250416
2100228080933,（ＳＲ）煉獄大帝　キング・ロマノフ,273,300,00000000
2100228130256,（ＳＲ）霊王の波動,2273,2500,20250806
2100228130430,（ＳＲ）Ｍ∀ＬＩＣＥ＜Ｐ＞Ｗｈｉｔｅ　Ｒａｂｂｉｔ,1091,1200,20250806
2100228130911,（ＳＥ）ツインバレル・ドラゴン,136,150,20250716
2100228139235,（ＳＲ）リザードンｅｘ,2727,3000,20250419
2100231586651,（ＳＡＲ）ビワ,1818,2000,20250604
2100231532764,（ＲＲ）マジシャン・オブ・ダークセブンス,273,300,00000000
2100231532795,（ＳＲ）メイドのいたずら,273,300,20250308
2100230428983,（ＳＡＲ）タロ,1091,1200,20250514
2100231047718,（ＳＥＣ）デフォルメ）蒼き団長　ドギラゴン剣,546,601,00000000
2100231047824,（ＳＲ）背景黒）龍装鬼　オブザ０８号／終焉の開闢,455,500,20250326
2100231047831,（ＳＲ）背景黒）龍装鬼　オブザ０８号／終焉の開闢,455,500,20250326
2100231047893,（ＳＲ）Ｓ級原始　サンマックス,545,600,20250428
2100231047916,（ＫＧＭ）竜界電融　Ｎ・ＥＸＴ,255,281,00000000
2100232568571,（ＶＲ）インフェル星樹,455,500,20250719
2100232568618,（ＶＩＣ）紅蓮の怒　鬼流院　刃,255,281,00000000
2100233008137,（ＳＲ）エリカの招待,2727,3000,20250517
2100232615237,（Ｕ）ｄｒＡｍ’ｎ　ｒＡｓｈ,182,200,00000000
2100232622631,（ＳＡＲ）イルカマンｅｘ,1091,1200,20250709
2100232960986,（ＳＡＲ）スグリ,3636,4000,20250802
2100232819345,（ＳＲ）一王二命三眼槍,273,300,00000000
2100232819383,（ＳＲ）堕悪の覇王　シャークウガ／闇の魔改造,182,200,00000000
2100232819390,（ＳＲ）堕悪の覇王　シャークウガ／闇の魔改造,182,200,00000000
2100231937378,（ＳＡＲ）マスカーニャｅｘ,7273,8000,20250604
2100232018274,（ＲＲ）ピカチュウ＆ゼクロムＧＸ,2727,3000,20250726
2100233072251,（ＳＡＲ）Ｎのゾロアークｅｘ,7273,8000,20250702
2100233368699,（ＳＲ）革命類侵略目　パラスキング,528,581,00000000
2100233368767,（ＶＲ）芸魔隠狐　カラクリバーシ,273,300,20250618
2100164988034,セリオンズ“キング”レギュラス,273,300,20250618
2100167940817,デスピアの導化アルベル,727,800,20250604
2100167941029,トリオンの蟲惑魔,364,400,20250705
2100168155449,ユニオン格納庫,45,50,20250806
2100174864823,ﾌﾟﾚｼｬｽﾎﾞｰﾙ(113/094)ＳＭ11,1800,1980,00000000
2100174985740,シューティング・クェーサー・ドラゴン,1818,2000,20250726
2100175197067,覇王龍の魂,364,400,00000000
2100175346120,ダンデ　110/100/S4/B,1364,1500,00000000
2100175498461,鉄獣戦線　凶鳥のシュライグ,1818,2000,20250723
2100169667507,暗黒騎士ガイアソルジャー,182,200,20250510
2100169689677,ジョーカーズ・ナイト,364,400,00000000
2100170147890,素早いビーバー,273,300,20250521
2100170194009,ネズ,727,800,20250607
2100170969386,ティアラメンツ・シェイレーン,727,800,20250326
2100171714817,ネジキ,545,600,20250402
2100171731876,ロード・オブ・ドラゴン?ドラゴンの支配者?,273,300,20250514
2100172071698,外法の騎士,182,200,20250510
2100172237216,ネジキ,545,600,20250402
2100172776180,オッドアイズ・ファンタズマ・ドラゴン (YA,750,825,00000000
2100172776203,【SR】ダンデ(110/100)s4,3300,3630,00000000
2100172789944,救いの架け橋,364,400,20250326
2100173758895,守護天霊ロガエス,727,800,20250326
2100178736904,（ＵＲ）頂への雪道,2273,2500,20250419
2100178961207,（Ｒ）ビッグウェルカム・ラビュリンス,273,300,20250625
2100178961214,（Ｒ）ビッグウェルカム・ラビュリンス,273,300,20250625
2100178961221,（Ｒ）ビッグウェルカム・ラビュリンス,273,300,20250625
2100178961511,（ＰＳＥ）ＢＦ?幻耀のスズリ,364,400,20250510
2100179016746,（ＨＲ）超銀河眼の光子龍,1091,1200,00000000
2100180125666,（ＳＲ）ジャッジマン,727,800,20250517
2100180228244,（ＳＥ）ジェネクス・ウンディーネ,109,120,20250705
2100180228336,（ＳＥ）ツインツイスター,545,600,20250705
2100176660584,円盤闘技場セリオンズ・リング,545,600,20250416
2100176800058,赫の聖女カルテシア　DABL/JP011SR,545,600,20250607
2100176835166,封印されし者の右腕　PG/63SE,545,600,20250514
2100177154570,封印されしエクゾディア　WPP3/JPS01PSE,2727,3000,20250326
2100177177982,スプライト・ブルー　POTE/JP003PSE,545,600,20250326
2100177289326,（ＳＥ）クリスタル・ガール　（ＳＥ）クリスタル・ガール,455,500,20250705
2100177705284,（ＰＳＥ）暗黒騎士ガイアソルジャー,182,200,20250510
2100177705291,（ＰＳＥ）焔聖騎士?オジエ,545,600,20250326
2100177705345,(PSE)深淵の相剣龍,2300,2530,00000000
2100177705369,(SE]クシャトリラ・ライズハート,2300,2530,00000000
2100180229340,（ＣＲ）ツインツイスター,182,200,20250705
2100181613995,（ＰＳＥ）鉄獣式強襲機動兵装改“ＢｕｃｅｐｈａｌｕｓII”,1091,1200,20250723
2100182255538,（２０ＳＥ）サイバー・ドラゴン・ヘルツ,3636,4000,20250618
2100186130312,（ＱＳＥ）獣王アルファ,273,300,00000000
2100186130329,（ＱＳＥ）インスペクト・ボーダー,545,600,20250326
2100186197582,（ＨＲ）ＮＯ．１０１　Ｓ・Ｈ・Ａｒｋ　Ｋｎｉｇｈｔ,909,1000,20250326
2100186197667,（ＳＲ）海晶乙女の潜逅,182,200,20250709
2100186197759,（ＳＥ）Ｅｖｉｌ★Ｔｗｉｎ　イージーゲーム,273,300,20250705
2100186240066,（ＡＲ）次元障壁,364,400,00000000
2100186255923,（ＱＳＥ）鉄獣の抗戦,364,400,20250723
2100186341428,（ＰＳＥ）ヴァレルソード・ドラゴン,364,400,20250305
2100184564553,（ＡＲ）束ねられし力,364,400,20250514
2100184798903,（ＡＲ）ＲＵＭ?アストラル・フォース,182,200,00000000
2100185022878,（ＳＥ）ティアラメンツ・カレイドハート,182,200,00000000
2100185793716,（ＳＲ）海晶乙女の潜逅,182,200,20250709
2100187797811,（ＰＳＥ）シンクロ・オーバーテイク,364,400,20250510
2100188129925,（ＥＸＳＥ）ディメンション・アトラクター,364,400,20250510
2100188130082,（ＰＳＥ）驚楽園の支配人　＜∀ｒｌｅｃｈｉｎｏ＞,545,600,20250326
2100188130112,（ＰＳＥ）春化精の女神　ヴェーラ,273,300,00000000
2100188130150,（ＰＳＥ）焔聖騎士?オジエ,545,600,20250326
